transcript	si-eIF5A-2
YDR467C_mRNA	0.0
YER113C_mRNA	0.18838526912181303
YBL027W_mRNA	0.7354497354497355
YNR056C_mRNA	0.0017825311942959
YDR242W_mRNA	0.0018214936247723133
YDL034W_mRNA	0.0
YPL065W_mRNA	0.128099173553719
YDR300C_mRNA	0.5887850467289719
YGR168C_mRNA	0.0797872340425532
YML099W-A_mRNA	0.0
YKL024C_mRNA	0.47058823529411764
YJL222W-A_mRNA	0.0
YDR405W_mRNA	0.2965779467680608
YNL018C_mRNA	0.0
YKL049C_mRNA	0.47161572052401746
YOR041C_mRNA	0.0
YOR244W_mRNA	0.2292134831460674
YKL094W_mRNA	0.3354632587859425
YFR043C_mRNA	0.3080168776371308
YER090W_mRNA	0.5463510848126233
YML067C_mRNA	0.6136363636363636
YJR013W_mRNA	0.17866004962779156
YDR509W_mRNA	0.0
YNL202W_mRNA	0.0
YJR005C-A_mRNA	0.010752688172043012
YIL173W_mRNA	0.0
YDL006W_mRNA	0.28113879003558717
YAL027W_mRNA	0.12643678160919541
YDR545W_mRNA	0.0
YGR163W_mRNA	0.20234604105571846
YCL054W-A_mRNA	0.03571428571428571
YIL158W_mRNA	0.12254901960784313
YDR197W_mRNA	0.14138817480719795
YLR357W_mRNA	0.3194600674915636
YPL222C-A_mRNA	0.08641975308641975
YIR032C_mRNA	0.12307692307692308
YNR017W_mRNA	0.44594594594594594
YGL005C_mRNA	0.23655913978494625
YNR059W_mRNA	0.04310344827586207
YGR275W_mRNA	0.5605095541401274
YHR173C_mRNA	0.0625
YER124C_mRNA	0.8795811518324608
YJL176C_mRNA	0.536969696969697
YMR143W_mRNA	0.8671328671328671
YBR084W_mRNA	0.3528205128205128
YPR148C_mRNA	0.6229885057471264
YIL034C_mRNA	0.8432055749128919
YDL148C_mRNA	0.5432098765432098
YOL142W_mRNA	0.39166666666666666
YGL099W_mRNA	0.31875
YJR035W_mRNA	0.10967741935483871
YMR052W_mRNA	0.19117647058823528
YBR269C_mRNA	0.7101449275362319
YHL045W_mRNA	0.0
YPL068C_mRNA	0.2901023890784983
YNL072W_mRNA	0.08143322475570032
YDL062W_mRNA	0.0
YNL001W_mRNA	0.37305699481865284
YOR335W-A_mRNA	0.0
YLR386W_mRNA	0.16136363636363638
YLR309C_mRNA	0.4105378704720088
YGL146C_mRNA	0.006430868167202572
YAL039C_mRNA	0.6579925650557621
YBL018C_mRNA	0.3684210526315789
YCR086W_mRNA	0.3157894736842105
YKR010C_mRNA	0.2710765239948119
YER067W_mRNA	0.2608695652173913
YLR466W_mRNA	0.0
YGR128C_mRNA	0.5161290322580645
YGR284C_mRNA	0.8290322580645161
YOR228C_mRNA	0.2152317880794702
YIL176C_mRNA	0.0
YPL110C_mRNA	0.15862632869991825
YHR033W_mRNA	0.004728132387706856
YER023C-A_mRNA	0.0
YDR229W_mRNA	0.2781456953642384
YAR030C_mRNA	0.008849557522123894
YLR217W_mRNA	0.0
YJL222W_mRNA	0.0
YFL011W_mRNA	0.0
YER054C_mRNA	0.07664233576642336
YPL181W_mRNA	0.3221343873517787
YDR057W_mRNA	0.16420664206642066
YMR254C_mRNA	0.029411764705882353
YDL192W_mRNA	0.7513812154696132
YER130C_mRNA	0.37020316027088035
YHR214W_mRNA	0.014778325123152709
YCL057W_mRNA	0.35674157303370785
YJR096W_mRNA	0.2730496453900709
YDR365C_mRNA	0.7547770700636943
YOL038W_mRNA	0.6968503937007874
YDR386W_mRNA	0.04113924050632911
YJL079C_mRNA	0.7759197324414716
YLR258W_mRNA	0.40425531914893614
YJR059W_mRNA	0.2506112469437653
YGR032W_mRNA	0.03905013192612137
YOL130W_mRNA	0.12339930151338765
YMR323W_mRNA	0.0
YOR118W_mRNA	0.10758377425044091
YGR249W_mRNA	0.0021929824561403508
YDR476C_mRNA	0.5446428571428571
YGL086W_mRNA	0.1909212283044059
YJR152W_mRNA	0.0
YEL063C_mRNA	0.5627118644067797
YDL217C_mRNA	0.5555555555555556
YIL134W_mRNA	0.0707395498392283
YER187W_mRNA	0.0070921985815602835
YER135C_mRNA	0.015384615384615385
YOL120C_mRNA	0.6881720430107527
YPL182C_mRNA	0.0
YPR200C_mRNA	0.09230769230769231
YLR339C_mRNA	0.0
YPR108W_mRNA	0.5454545454545454
YPR204W_mRNA	0.0
YJL067W_mRNA	0.0
YLR385C_mRNA	0.2803030303030303
YNL013C_mRNA	0.0
YDR156W_mRNA	0.5401459854014599
YER190C-A_mRNA	0.0
YLR086W_mRNA	0.1001410437235543
YNL299W_mRNA	0.1059190031152648
YGL160W_mRNA	0.12631578947368421
YJL090C_mRNA	0.09554973821989529
YJR111C_mRNA	0.4169611307420495
YML098W_mRNA	0.2874251497005988
Q0130_mRNA	0.0
YOR056C_mRNA	0.6318082788671024
YGR162W_mRNA	0.6228991596638656
YKR013W_mRNA	0.7203647416413373
YNR065C_mRNA	0.005376344086021506
YOR046C_mRNA	0.7925311203319502
YLL012W_mRNA	0.18673647469458987
YDR276C_mRNA	0.8727272727272727
YJL143W_mRNA	0.5759493670886076
YLR341W_mRNA	0.0020964360587002098
YGR063C_mRNA	0.7843137254901961
YML122C_mRNA	0.031746031746031744
YJR119C_mRNA	0.2087912087912088
YKR084C_mRNA	0.5842880523731587
YLL061W_mRNA	0.07375643224699828
YNL200C_mRNA	0.508130081300813
YDL080C_mRNA	0.180623973727422
YPL016W_mRNA	0.16210045662100456
YOR011W_mRNA	0.009325681492109038
YIL107C_mRNA	0.1487303506650544
YNR021W_mRNA	0.6039603960396039
YDR534C_mRNA	0.001893939393939394
YKR033C_mRNA	0.0070921985815602835
YMR141W-A_mRNA	0.013513513513513514
YKR098C_mRNA	0.06834030683403068
YMR246W_mRNA	0.5561959654178674
YJL172W_mRNA	0.5052083333333334
YPR015C_mRNA	0.08097165991902834
YGL090W_mRNA	0.035629453681710214
YKR062W_mRNA	0.45426829268292684
YDR180W_mRNA	0.04018754186202277
YLR111W_mRNA	0.0
YKL192C_mRNA	0.904
YDR082W_mRNA	0.03643724696356275
YBR008C_mRNA	0.0072992700729927005
YGR217W_mRNA	0.06277587052476705
YGR028W_mRNA	0.16022099447513813
YHR213W-B_mRNA	0.0
YNL152W_mRNA	0.18337408312958436
YGL081W_mRNA	0.021875
YER079W_mRNA	0.34285714285714286
YOR211C_mRNA	0.38933030646992056
YLR330W_mRNA	0.43517138599105815
YDR166C_mRNA	0.37590113285272914
YBR246W_mRNA	0.24031007751937986
YDL057W_mRNA	0.12804878048780488
YOR155C_mRNA	0.2822222222222222
YBR171W_mRNA	0.5145631067961165
YIR005W_mRNA	0.10810810810810811
YLR038C_mRNA	0.8433734939759037
YDR485C_mRNA	0.3610062893081761
YGR196C_mRNA	0.5177478580171359
YPR104C_mRNA	0.27884615384615385
YPL147W_mRNA	0.0022988505747126436
YJL065C_mRNA	0.6287425149700598
YHR068W_mRNA	0.6253229974160207
YNL182C_mRNA	0.3441441441441441
YCR093W_mRNA	0.10246679316888045
YBL096C_mRNA	0.0
YNL038W_mRNA	0.2052401746724891
YBL078C_mRNA	0.7350427350427351
YOR332W_mRNA	0.9098712446351931
YBL083C_mRNA	0.16312056737588654
YPR094W_mRNA	0.308411214953271
YCL058C_mRNA	0.046052631578947366
YER045C_mRNA	0.2985685071574642
YIR012W_mRNA	0.5127610208816705
YHR204W_mRNA	0.05150753768844221
YPL228W_mRNA	0.3424408014571949
YDL242W_mRNA	0.0
YLR410W_mRNA	0.4013961605584642
YDR363W_mRNA	0.1118421052631579
YBR263W_mRNA	0.5
YNL166C_mRNA	0.7142857142857143
YGL241W_mRNA	0.10756972111553785
YNL198C_mRNA	0.02
YOR058C_mRNA	0.24519774011299436
YOL150C_mRNA	0.08737864077669903
YNL190W_mRNA	0.47058823529411764
YOR146W_mRNA	0.0
YGL191W_mRNA	0.46511627906976744
YLR100W_mRNA	0.29971181556195964
YHR180C-B_mRNA	0.0
YOR021C_mRNA	0.8028169014084507
YCL046W_mRNA	0.0
YGR276C_mRNA	0.3435804701627486
YDL091C_mRNA	0.27472527472527475
YHL004W_mRNA	0.20812182741116753
YDR037W_mRNA	0.7089678510998308
YBR298C_mRNA	0.003257328990228013
YKL184W_mRNA	0.5793991416309013
YGL254W_mRNA	0.24749163879598662
YER144C_mRNA	0.0968944099378882
YNR047W_mRNA	0.21836506159014557
YMR061W_mRNA	0.3500738552437223
YBR172C_mRNA	0.5351351351351351
YML003W_mRNA	0.05517241379310345
YMR191W_mRNA	0.18230563002680966
YFR010W-A_mRNA	0.0
YOR380W_mRNA	0.06043956043956044
YBL068W-A_mRNA	0.15384615384615385
YOL064C_mRNA	0.484593837535014
YBR143C_mRNA	0.9016018306636155
YLR285C-A_mRNA	0.03571428571428571
YJR156C_mRNA	0.0058823529411764705
YHL012W_mRNA	0.0
YER016W_mRNA	0.311046511627907
YDR140W_mRNA	0.37104072398190047
YOR009W_mRNA	0.014373716632443531
YOL045W_mRNA	0.10717529518619437
YDR346C_mRNA	0.6486486486486487
YPR181C_mRNA	0.7317708333333334
YEL012W_mRNA	0.3211009174311927
YHR175W_mRNA	0.1746031746031746
YDR270W_mRNA	0.0647410358565737
YPL281C_mRNA	0.0
YKL146W_mRNA	0.18641618497109827
YLR435W_mRNA	0.43902439024390244
YBR031W_mRNA	0.1574585635359116
YGR101W_mRNA	0.2947976878612717
YNL255C_mRNA	0.954248366013072
YHR004C_mRNA	0.21300448430493274
YDR106W_mRNA	0.04929577464788732
YKL177W_mRNA	0.0
YGR164W_mRNA	0.0
YOR256C_mRNA	0.27070457354758964
YGL242C_mRNA	0.7016574585635359
YOR092W_mRNA	0.20228384991843393
YKR105C_mRNA	0.0
YMR257C_mRNA	0.03625
YHR205W_mRNA	0.2912621359223301
YHR158C_mRNA	0.3290378006872852
YDR228C_mRNA	0.43929712460063897
YLR360W_mRNA	0.0774487471526196
YDR094W_mRNA	0.05405405405405406
YDR271C_mRNA	0.008130081300813009
YCR067C_mRNA	0.48169014084507045
YGR278W_mRNA	0.14038128249566725
YHR020W_mRNA	0.7136627906976745
YDR175C_mRNA	0.49216300940438873
YBL012C_mRNA	0.0
YIL153W_mRNA	0.1628498727735369
YFR050C_mRNA	0.8796992481203008
YDR144C_mRNA	0.5587248322147651
YAL019W_mRNA	0.2369584438549956
YPR145W_mRNA	0.5804195804195804
YER074W_mRNA	0.43703703703703706
YJR089W_mRNA	0.12473794549266247
YMR158W-B_mRNA	0.0
YKL012W_mRNA	0.2367066895368782
YKL183C-A_mRNA	0.0
YKL022C_mRNA	0.3607142857142857
YGL119W_mRNA	0.21956087824351297
YOR076C_mRNA	0.3467202141900937
YNL063W_mRNA	0.14331210191082802
YFR033C_mRNA	0.7074829931972789
YEL044W_mRNA	0.3253012048192771
YNL098C_mRNA	0.7795031055900621
YDR443C_mRNA	0.1028169014084507
YHL033C_mRNA	0.765625
YHR065C_mRNA	0.720558882235529
YDR001C_mRNA	0.7323568575233023
YDR536W_mRNA	0.0017574692442882249
YAL046C_mRNA	0.7203389830508474
YOR060C_mRNA	0.23346303501945526
YMR267W_mRNA	0.17419354838709677
YGL139W_mRNA	0.18329177057356608
YML100W-A_mRNA	0.0
YBR141W-A_mRNA	0.12903225806451613
YIL007C_mRNA	0.5045454545454545
YNL097W-A_mRNA	0.058823529411764705
YCR076C_mRNA	0.536
YKL117W_mRNA	0.7777777777777778
YNL272C_mRNA	0.3372859025032938
YMR059W_mRNA	0.3515625
YJL062W_mRNA	0.16987951807228915
YHR170W_mRNA	0.32625482625482627
YMR035W_mRNA	0.11864406779661017
YGL187C_mRNA	0.8258064516129032
YOR277C_mRNA	0.00980392156862745
YOR084W_mRNA	0.002583979328165375
YHR139C_mRNA	0.05214723926380368
YMR040W_mRNA	0.01875
YDL027C_mRNA	0.30238095238095236
YAR028W_mRNA	0.2264957264957265
YDR345C_mRNA	0.5679012345679012
YLR297W_mRNA	0.27906976744186046
YKL212W_mRNA	0.5120385232744783
YBR173C_mRNA	0.8918918918918919
YHR194W_mRNA	0.09326424870466321
YIL171W-A_mRNA	0.0
YDR163W_mRNA	0.3142857142857143
YMR086C-A_mRNA	0.008928571428571428
YER033C_mRNA	0.09851301115241635
YML083C_mRNA	0.0
YIR017C_mRNA	0.2887700534759358
YBR191W-A_mRNA	0.16666666666666666
YGL253W_mRNA	0.7139917695473251
YHR079C_mRNA	0.10134529147982063
YGR292W_mRNA	0.0
YDR496C_mRNA	0.6524390243902439
YKR079C_mRNA	0.28997613365155134
YLL058W_mRNA	0.1426086956521739
YDR525W_mRNA	0.01834862385321101
YGL134W_mRNA	0.046189376443418015
YPR116W_mRNA	0.04332129963898917
YOL031C_mRNA	0.31353919239904987
YOR248W_mRNA	0.42
YPL200W_mRNA	0.0
YLR237W_mRNA	0.09197324414715718
YPR162C_mRNA	0.33081285444234404
YOR071C_mRNA	0.05518394648829431
YGR119C_mRNA	0.8059149722735675
YMR089C_mRNA	0.21212121212121213
YJR141W_mRNA	0.043227665706051875
YKL139W_mRNA	0.14772727272727273
YOL061W_mRNA	0.5181451612903226
YGR252W_mRNA	0.2460136674259681
YLR427W_mRNA	0.10597014925373134
YDL151C_mRNA	0.0
YDR122W_mRNA	0.16447368421052633
YBR074W_mRNA	0.2581967213114754
YDR015C_mRNA	0.0
YNR007C_mRNA	0.4258064516129032
YDL216C_mRNA	0.12045454545454545
YLR394W_mRNA	0.006224066390041493
YER186C_mRNA	0.0032679738562091504
YER115C_mRNA	0.18848167539267016
YGL133W_mRNA	0.16376582278481014
YAL023C_mRNA	0.7101449275362319
YIL132C_mRNA	0.07511737089201878
YIL115W-A_mRNA	0.0
YNL046W_mRNA	0.19767441860465115
YGL212W_mRNA	0.37658227848101267
YDR203W_mRNA	0.0
YMR147W_mRNA	0.13452914798206278
YIL156W-B_mRNA	0.6986301369863014
YGL195W_mRNA	0.3686377245508982
YNL247W_mRNA	0.4485006518904824
YMR176W_mRNA	0.014174344436569808
YMR175W_mRNA	0.25316455696202533
YDL164C_mRNA	0.2119205298013245
YBR096W_mRNA	0.4217391304347826
YHR091C_mRNA	0.09486780715396578
YOR083W_mRNA	0.15593220338983052
YJL047C_mRNA	0.16508313539192399
YEL066W_mRNA	0.4748603351955307
YKL205W_mRNA	0.24
YFL034C-B_mRNA	0.519163763066202
YLL050C_mRNA	0.9440559440559441
YDL136W_mRNA	0.125
YLR219W_mRNA	0.18956043956043955
YDL068W_mRNA	0.0
YFL061W_mRNA	0.0
YBR238C_mRNA	0.17373461012311903
YDR263C_mRNA	0.004651162790697674
YBR078W_mRNA	0.8508158508158508
YML071C_mRNA	0.2915980230642504
YHR201C_mRNA	0.6876574307304786
YMR016C_mRNA	0.22547770700636943
YLR307W_mRNA	0.0033222591362126247
YLR081W_mRNA	0.0
YDL133C-A_mRNA	0.2
YLR140W_mRNA	0.09259259259259259
YDR103W_mRNA	0.19956379498364232
YPR182W_mRNA	0.43023255813953487
YML059C_mRNA	0.27754615842763547
YER050C_mRNA	0.6956521739130435
YBR003W_mRNA	0.20507399577167018
YLR132C_mRNA	0.18620689655172415
YNL160W_mRNA	0.7598870056497176
YPL156C_mRNA	0.4014084507042254
YHR215W_mRNA	0.027837259100642397
YPL040C_mRNA	0.09780439121756487
YPL032C_mRNA	0.35393939393939394
YER181C_mRNA	0.0
YJL014W_mRNA	0.5955056179775281
YOR162C_mRNA	0.14320987654320988
YDL005C_mRNA	0.45707656612529
YBL034C_mRNA	0.1361533377395902
YML074C_mRNA	0.8029197080291971
YMR165C_mRNA	0.4095127610208817
YGR001C_mRNA	0.717741935483871
YER064C_mRNA	0.7504950495049505
YDL159W-A_mRNA	0.0
YLR316C_mRNA	0.39751552795031053
YIL001W_mRNA	0.1617933723196881
YHR140W_mRNA	0.06276150627615062
YJL026W_mRNA	0.6340852130325815
YDR141C_mRNA	0.3409893992932862
YJL207C_mRNA	0.1608738828202582
YOL152W_mRNA	0.012903225806451613
YDR044W_mRNA	0.2926829268292683
YHR038W_mRNA	0.12173913043478261
YIL014W_mRNA	0.11428571428571428
YDR235W_mRNA	0.1213235294117647
YOR299W_mRNA	0.13404825737265416
YJL063C_mRNA	0.5462184873949579
YLR422W_mRNA	0.05020703933747412
YKL042W_mRNA	0.18732782369146006
YBR296C_mRNA	0.7212543554006968
YAL024C_mRNA	0.09616724738675958
YLR346C_mRNA	0.06930693069306931
YPL139C_mRNA	0.34782608695652173
YLR407W_mRNA	0.19298245614035087
YCL063W_mRNA	0.11583924349881797
YER015W_mRNA	0.01747311827956989
YLR424W_mRNA	0.0480225988700565
YNL204C_mRNA	0.0
YDL245C_mRNA	0.0
YPL158C_mRNA	0.39050131926121373
YOR368W_mRNA	0.04987531172069826
YJR047C_mRNA	0.006369426751592357
YPR007C_mRNA	0.010294117647058823
YPL250W-A_mRNA	0.0
YGR095C_mRNA	0.5739910313901345
YOR024W_mRNA	0.0
YMR318C_mRNA	0.8111111111111111
YIL155C_mRNA	0.662557781201849
YNR075W_mRNA	0.0855614973262032
YNL081C_mRNA	0.6223776223776224
YDR181C_mRNA	0.26403326403326405
YHR203C_mRNA	0.3793103448275862
YBR103C-A_mRNA	0.0
YPR010C_mRNA	0.6517040731504572
YER063W_mRNA	0.45871559633027525
YGL141W_mRNA	0.11978021978021978
YKL026C_mRNA	0.0658682634730539
YPL234C_mRNA	0.9085365853658537
YOR246C_mRNA	0.42727272727272725
YML061C_mRNA	0.15250291036088476
YCR084C_mRNA	0.6577840112201964
YPR060C_mRNA	0.671875
YDL210W_mRNA	0.005253940455341506
YHL007C_mRNA	0.48668796592119273
YCL059C_mRNA	0.680379746835443
YFR027W_mRNA	0.0711743772241993
YGR036C_mRNA	0.3807531380753138
YBR046C_mRNA	0.5988023952095808
YBR211C_mRNA	0.404320987654321
YDR032C_mRNA	0.9393939393939394
YIL036W_mRNA	0.4497444633730835
YOR350C_mRNA	0.20361990950226244
YLR246W_mRNA	0.10863509749303621
YOR287C_mRNA	0.5533333333333333
YMR290W-A_mRNA	0.0
YPL282C_mRNA	0.0
YLL031C_mRNA	0.2782694198623402
YDL096C_mRNA	0.0
YIL177W-A_mRNA	0.0
YDR231C_mRNA	0.7073170731707317
YPL269W_mRNA	0.029503105590062112
YAR035C-A_mRNA	0.0
YGL006W-A_mRNA	0.05555555555555555
YMR193W_mRNA	0.29069767441860467
YER176W_mRNA	0.18911685994647637
YNL024C_mRNA	0.13821138211382114
YMR097C_mRNA	0.2506811989100817
YFL045C_mRNA	0.9291338582677166
YKL070W_mRNA	0.0
YHR213W_mRNA	0.0
YML047W-A_mRNA	0.0
YBR223C_mRNA	0.14522058823529413
YCR004C_mRNA	0.8259109311740891
YIL102C_mRNA	0.0
YER114C_mRNA	0.3855769230769231
YLR010C_mRNA	0.40625
YDR528W_mRNA	0.06855791962174941
YKL220C_mRNA	0.0
YHL028W_mRNA	0.024793388429752067
YLR404W_mRNA	0.0912280701754386
YEL036C_mRNA	0.51
YIL110W_mRNA	0.20689655172413793
YHR183W_mRNA	0.7361963190184049
YMR216C_mRNA	0.5175202156334232
YDR383C_mRNA	0.21008403361344538
YLR008C_mRNA	0.7261904761904762
YOR311C_mRNA	0.6862068965517242
YPR071W_mRNA	0.13744075829383887
YLL021W_mRNA	0.17053206002728513
YBR114W_mRNA	0.1518987341772152
YLR356W_mRNA	0.4416243654822335
YLR078C_mRNA	0.639344262295082
YPR197C_mRNA	0.0053475935828877
YGL252C_mRNA	0.5068027210884354
YJL190C_mRNA	0.9307692307692308
YIL134C-A_mRNA	0.0
YMR030W_mRNA	0.07446808510638298
YER097W_mRNA	0.009174311926605505
YOR328W_mRNA	0.007033248081841432
YBR192W_mRNA	0.16976127320954906
YBR298C-A_mRNA	0.0
YHR174W_mRNA	0.585812356979405
YGR008C_mRNA	0.8690476190476191
YEL033W_mRNA	0.0
YGR296C-A_mRNA	0.0
YAL034W-A_mRNA	0.058823529411764705
YDR247W_mRNA	0.0455531453362256
YJL122W_mRNA	0.37142857142857144
YLR019W_mRNA	0.30982367758186397
YPL214C_mRNA	0.2
YDR379W_mRNA	0.07433102081268583
YKL137W_mRNA	0.4864864864864865
YGL181W_mRNA	0.5429292929292929
YJR072C_mRNA	0.7402597402597403
YDR186C_mRNA	0.467502850627138
YBR152W_mRNA	0.13058419243986255
YOR008C-A_mRNA	0.013513513513513514
YMR182C_mRNA	0.24170616113744076
YPL078C_mRNA	0.8729508196721312
YDR449C_mRNA	0.5022727272727273
YLL052C_mRNA	0.0738255033557047
YER127W_mRNA	0.36134453781512604
YNL259C_mRNA	0.6027397260273972
YKR060W_mRNA	0.21532846715328466
YMR153C-A_mRNA	0.0
YHR056W-A_mRNA	0.0
YJL030W_mRNA	0.32142857142857145
YIL051C_mRNA	0.9517241379310345
YGL047W_mRNA	0.22277227722772278
YGL198W_mRNA	0.4425531914893617
YKL106W_mRNA	0.16186252771618626
YGR185C_mRNA	0.883248730964467
YPL083C_mRNA	0.20985010706638116
YNL326C_mRNA	0.2857142857142857
YDR327W_mRNA	0.009259259259259259
YLR007W_mRNA	0.18452380952380953
YBL056W_mRNA	0.452991452991453
YDR433W_mRNA	0.8013698630136986
YAL026C-A_mRNA	0.16551724137931034
YGL070C_mRNA	0.8688524590163934
YHR095W_mRNA	0.0
YNL294C_mRNA	0.150093808630394
YHR043C_mRNA	0.2926829268292683
YDR487C_mRNA	0.8509615384615384
YJL223C_mRNA	0.0
YGR208W_mRNA	0.36245954692556637
YJL222W-B_mRNA	0.0
Q0255_mRNA	0.0
YHR062C_mRNA	0.6075085324232082
YMR228W_mRNA	0.17888563049853373
YER058W_mRNA	0.14018691588785046
YAR070C_mRNA	0.0
YJL144W_mRNA	0.5576923076923077
YDL101C_mRNA	0.2982456140350877
YDL012C_mRNA	0.822429906542056
YJL086C_mRNA	0.0
YDR022C_mRNA	0.05612244897959184
YAL016W_mRNA	0.6078740157480315
YNL297C_mRNA	0.20843520782396088
YLR172C_mRNA	0.7966666666666666
YGR167W_mRNA	0.7553648068669528
YMR047C_mRNA	0.7142857142857143
YPR087W_mRNA	0.0
YJR110W_mRNA	0.0872093023255814
YFR003C_mRNA	0.8064516129032258
YJL033W_mRNA	0.23506493506493506
YHR012W_mRNA	0.5035460992907801
YLR158C_mRNA	0.0
YLL036C_mRNA	0.3538767395626243
YAR023C_mRNA	0.0111731843575419
YJL124C_mRNA	0.7325581395348837
YOR002W_mRNA	0.20036764705882354
YHR072W-A_mRNA	0.7413793103448276
YJR093C_mRNA	0.7431192660550459
YHR031C_mRNA	0.2600276625172891
YML085C_mRNA	0.7583892617449665
YML068W_mRNA	0.05172413793103448
YGR091W_mRNA	0.05465587044534413
YJL141C_mRNA	0.5588599752168525
YGR145W_mRNA	0.18953323903818953
YER169W_mRNA	0.13944723618090452
YMR197C_mRNA	0.7096774193548387
YLR252W_mRNA	0.07920792079207921
YKL055C_mRNA	0.15467625899280577
YMR298W_mRNA	0.6466666666666666
YOR189W_mRNA	0.4482758620689655
YOL133W_mRNA	0.6115702479338843
YOR054C_mRNA	0.3516320474777448
YPR101W_mRNA	0.35428571428571426
YMR203W_mRNA	0.6459948320413437
YPR063C_mRNA	0.9
YPL195W_mRNA	0.25643776824034337
YDR034C-A_mRNA	0.0
YHR178W_mRNA	0.04172274562584118
YPL122C_mRNA	0.3235867446393762
YKR094C_mRNA	0.578125
YGL125W_mRNA	0.16
YFL046W_mRNA	0.23671497584541062
YPL224C_mRNA	0.27892561983471076
YLR220W_mRNA	0.4658385093167702
YJL042W_mRNA	0.11802575107296137
YOR297C_mRNA	0.4270833333333333
YAL040C_mRNA	0.1482758620689655
YDR460W_mRNA	0.2772585669781931
YDL121C_mRNA	0.738255033557047
YDR104C_mRNA	0.12610441767068273
YHR163W_mRNA	0.4457831325301205
YLR420W_mRNA	0.45604395604395603
YLR230W_mRNA	0.0
YBR091C_mRNA	0.7247706422018348
YNL201C_mRNA	0.3181818181818182
YLR241W_mRNA	0.19820971867007672
YNR074C_mRNA	0.4444444444444444
YHL048W_mRNA	0.14435695538057744
YER039C-A_mRNA	0.4583333333333333
YDR354C-A_mRNA	0.0
YOR300W_mRNA	0.00980392156862745
YLR181C_mRNA	0.45151515151515154
YIR030W-A_mRNA	0.0
YLR004C_mRNA	0.0248565965583174
YDR432W_mRNA	0.8115942028985508
YJR051W_mRNA	0.2894211576846307
YHR126C_mRNA	0.0
YKL093W_mRNA	0.04129793510324484
YLR345W_mRNA	0.26129666011787817
YCL027W_mRNA	0.107421875
YNL086W_mRNA	0.1568627450980392
