transcript	si-Ctrl-2
YBR157C_mRNA	0.5843137254901961
YHR164C_mRNA	0.16491458607095927
YGR203W_mRNA	0.3716216216216216
YDR042C_mRNA	0.035
YJR140C_mRNA	0.19781553398058252
YDL209C_mRNA	0.3215339233038348
YGL051W_mRNA	0.0
YKL153W_mRNA	0.005917159763313609
YBL043W_mRNA	0.0
YDR313C_mRNA	0.24825174825174826
YDL204W_mRNA	0.010178117048346057
YMR004W_mRNA	0.29354207436399216
YER116C_mRNA	0.3467153284671533
YDR307W_mRNA	0.21601208459214502
YEL021W_mRNA	0.449438202247191
YMR125W_mRNA	0.4738675958188153
YGL028C_mRNA	0.8966789667896679
YGR121W-A_mRNA	0.0
Q0050_mRNA	0.0
YDR058C_mRNA	0.1656441717791411
YGR201C_mRNA	0.14222222222222222
YKL092C_mRNA	0.2210144927536232
YML015C_mRNA	0.41040462427745666
YOR349W_mRNA	0.03747534516765286
YLR049C_mRNA	0.4953271028037383
YOR182C_mRNA	0.6666666666666666
YOR042W_mRNA	0.6277372262773723
YGR068W-A_mRNA	0.0
YOR174W_mRNA	0.2007042253521127
YBL087C_mRNA	0.708029197080292
YOR367W_mRNA	0.405
YOR271C_mRNA	0.8929663608562691
YLR456W_mRNA	0.10294117647058823
YDL024C_mRNA	0.023504273504273504
YDL120W_mRNA	0.5172413793103449
YDR538W_mRNA	0.1115702479338843
YKR083C_mRNA	0.5037593984962406
YMR135C_mRNA	0.2945054945054945
YGR048W_mRNA	0.3656509695290859
YIL112W_mRNA	0.21791320406278855
YFL012W-A_mRNA	0.0
YIL111W_mRNA	0.4533333333333333
YJL096W_mRNA	0.35403726708074534
YNR001W-A_mRNA	0.0
YDR392W_mRNA	0.16913946587537093
YNL334C_mRNA	0.0
YBR140C_mRNA	0.16817593790426907
YNL306W_mRNA	0.45622119815668205
YEL038W_mRNA	0.5110132158590308
YJL039C_mRNA	0.5181224004753416
YNR020C_mRNA	0.35555555555555557
YNL101W_mRNA	0.11079943899018233
YDR480W_mRNA	0.21981424148606812
YKL187C_mRNA	0.006666666666666667
YBL071W-A_mRNA	0.6097560975609756
YDL240C-A_mRNA	0.0
YER091C_mRNA	0.9752281616688396
YJR024C_mRNA	0.75
Q0275_mRNA	0.0
YBL107C_mRNA	0.3469387755102041
YIL140W_mRNA	0.34993924665856624
YJL075C_mRNA	0.0
YCR003W_mRNA	0.34972677595628415
YPL066W_mRNA	0.0709812108559499
YGR043C_mRNA	0.06006006006006006
YDR034C_mRNA	0.31772151898734174
YER164W_mRNA	0.24046321525885558
YGR092W_mRNA	0.26223776223776224
YPL252C_mRNA	0.7151162790697675
YOR241W_mRNA	0.2737226277372263
YGL208W_mRNA	0.21445783132530122
YOR259C_mRNA	0.88558352402746
YOR107W_mRNA	0.02912621359223301
YBR193C_mRNA	0.4663677130044843
YIL165C_mRNA	0.0
YNL296W_mRNA	0.0
YMR062C_mRNA	0.6825396825396826
YPL044C_mRNA	0.0
YPL265W_mRNA	0.6217105263157895
YOR003W_mRNA	0.014644351464435146
YOL042W_mRNA	0.12396694214876033
YML054C_mRNA	0.01015228426395939
YLR437C-A_mRNA	0.0
YGL038C_mRNA	0.575
YDR525W-A_mRNA	0.4936708860759494
YDR467C_mRNA	0.0
YER113C_mRNA	0.34985835694050993
YBL027W_mRNA	0.7566137566137566
YNR056C_mRNA	0.0017825311942959
YDR242W_mRNA	0.009107468123861567
YDL034W_mRNA	0.0
YPL065W_mRNA	0.16942148760330578
YDR300C_mRNA	0.7476635514018691
YGR168C_mRNA	0.06382978723404255
YML099W-A_mRNA	0.0
YKL024C_mRNA	0.8774509803921569
YJL222W-A_mRNA	0.0
YDR405W_mRNA	0.2889733840304182
YNL018C_mRNA	0.0
YKL049C_mRNA	0.5676855895196506
YOR041C_mRNA	0.0
YOR244W_mRNA	0.1797752808988764
YKL094W_mRNA	0.402555910543131
YFR043C_mRNA	0.28270042194092826
YER090W_mRNA	0.6765285996055227
YML067C_mRNA	0.7528409090909091
YJR013W_mRNA	0.2109181141439206
YDR509W_mRNA	0.0
YNL202W_mRNA	0.03767123287671233
YJR005C-A_mRNA	0.0
YIL173W_mRNA	0.0
YDL006W_mRNA	0.29537366548042704
YAL027W_mRNA	0.0842911877394636
YDR545W_mRNA	0.0
YGR163W_mRNA	0.31085043988269795
YCL054W-A_mRNA	0.10714285714285714
YIL158W_mRNA	0.25980392156862747
YDR197W_mRNA	0.08226221079691516
YLR357W_mRNA	0.2992125984251969
YPL222C-A_mRNA	0.0
YIR032C_mRNA	0.05128205128205128
YNR017W_mRNA	0.6081081081081081
YGL005C_mRNA	0.34767025089605735
YNR059W_mRNA	0.02586206896551724
YGR275W_mRNA	0.5796178343949044
YHR173C_mRNA	0.0
YER124C_mRNA	0.7661431064572426
YJL176C_mRNA	0.6751515151515152
YMR143W_mRNA	0.8531468531468531
YBR084W_mRNA	0.5712820512820512
YPR148C_mRNA	0.7218390804597701
YIL034C_mRNA	0.8501742160278746
YDL148C_mRNA	0.6839506172839506
YOL142W_mRNA	0.45
YGL099W_mRNA	0.5171875
YJR035W_mRNA	0.07465437788018434
YMR052W_mRNA	0.10294117647058823
YBR269C_mRNA	0.7318840579710145
YHL045W_mRNA	0.0
YPL068C_mRNA	0.30716723549488056
YNL072W_mRNA	0.31596091205211724
YDL062W_mRNA	0.0
YNL001W_mRNA	0.40414507772020725
YOR335W-A_mRNA	0.0
YLR386W_mRNA	0.2681818181818182
YLR309C_mRNA	0.5587266739846323
YGL146C_mRNA	0.00964630225080386
YAL039C_mRNA	0.6022304832713755
YBL018C_mRNA	0.6015037593984962
YCR086W_mRNA	0.32105263157894737
YKR010C_mRNA	0.25680933852140075
YER067W_mRNA	0.20496894409937888
YLR466W_mRNA	0.0
YGR128C_mRNA	0.6605890603085554
YGR284C_mRNA	0.8838709677419355
YOR228C_mRNA	0.2152317880794702
YIL176C_mRNA	0.0
YPL110C_mRNA	0.29517579721995096
YHR033W_mRNA	0.0070921985815602835
YER023C-A_mRNA	0.0
YDR229W_mRNA	0.22958057395143489
YAR030C_mRNA	0.0
YLR217W_mRNA	0.0
YJL222W_mRNA	0.0
YFL011W_mRNA	0.0
YER054C_mRNA	0.010948905109489052
YPL181W_mRNA	0.3458498023715415
YDR057W_mRNA	0.15682656826568267
YMR254C_mRNA	0.0
YDL192W_mRNA	0.861878453038674
YER130C_mRNA	0.25733634311512416
YHR214W_mRNA	0.0049261083743842365
YCL057W_mRNA	0.5140449438202247
YJR096W_mRNA	0.2198581560283688
YDR365C_mRNA	0.7659235668789809
YOL038W_mRNA	0.7795275590551181
YDR386W_mRNA	0.06487341772151899
YJL079C_mRNA	0.8060200668896321
YLR258W_mRNA	0.18014184397163122
YJR059W_mRNA	0.2371638141809291
YGR032W_mRNA	0.11926121372031662
YOL130W_mRNA	0.2991850989522701
YMR323W_mRNA	0.0
YOR118W_mRNA	0.1710758377425044
YGR249W_mRNA	0.006578947368421052
YDR476C_mRNA	0.6741071428571429
YGL086W_mRNA	0.22563417890520696
YJR152W_mRNA	0.0
YEL063C_mRNA	0.7084745762711865
YDL217C_mRNA	0.6328502415458938
YIL134W_mRNA	0.0707395498392283
YER187W_mRNA	0.0
YER135C_mRNA	0.015384615384615385
YOL120C_mRNA	0.6827956989247311
YPL182C_mRNA	0.0
YPR200C_mRNA	0.05384615384615385
YLR339C_mRNA	0.0
YPR108W_mRNA	0.6899766899766899
YPR204W_mRNA	0.0
YJL067W_mRNA	0.0
YLR385C_mRNA	0.3560606060606061
YNL013C_mRNA	0.0
YDR156W_mRNA	0.6131386861313869
YER190C-A_mRNA	0.0
YLR086W_mRNA	0.14033850493653033
YNL299W_mRNA	0.11214953271028037
YGL160W_mRNA	0.15087719298245614
YJL090C_mRNA	0.07984293193717278
YJR111C_mRNA	0.40636042402826855
YML098W_mRNA	0.281437125748503
Q0130_mRNA	0.0
YOR056C_mRNA	0.6840958605664488
YGR162W_mRNA	0.8319327731092437
YKR013W_mRNA	0.7963525835866262
YNR065C_mRNA	0.004480286738351254
YOR046C_mRNA	0.9253112033195021
YLL012W_mRNA	0.19197207678883071
YDR276C_mRNA	0.8727272727272727
YJL143W_mRNA	0.7025316455696202
YLR341W_mRNA	0.0
YGR063C_mRNA	0.8137254901960784
YML122C_mRNA	0.03968253968253968
YJR119C_mRNA	0.08653846153846154
YKR084C_mRNA	0.6824877250409165
YLL061W_mRNA	0.27615780445969124
YNL200C_mRNA	0.3861788617886179
YDL080C_mRNA	0.13464696223316913
YPL016W_mRNA	0.23211567732115676
YOR011W_mRNA	0.028694404591104734
YIL107C_mRNA	0.21523579201934703
YNR021W_mRNA	0.650990099009901
YDR534C_mRNA	0.022727272727272728
YKR033C_mRNA	0.014184397163120567
YMR141W-A_mRNA	0.0
YKR098C_mRNA	0.0502092050209205
YMR246W_mRNA	0.7636887608069164
YJL172W_mRNA	0.671875
YPR015C_mRNA	0.032388663967611336
YGL090W_mRNA	0.021377672209026127
YKR062W_mRNA	0.47865853658536583
YDR180W_mRNA	0.11185532484929672
YLR111W_mRNA	0.0
YKL192C_mRNA	0.912
YDR082W_mRNA	0.008097165991902834
YBR008C_mRNA	0.0
YGR217W_mRNA	0.07111329082883766
YGR028W_mRNA	0.19889502762430938
YHR213W-B_mRNA	0.0
YNL152W_mRNA	0.15647921760391198
YGL081W_mRNA	0.021875
YER079W_mRNA	0.21904761904761905
YOR211C_mRNA	0.40749148694665155
YLR330W_mRNA	0.5052160953800298
YDR166C_mRNA	0.3964984552008239
YBR246W_mRNA	0.2532299741602067
YDL057W_mRNA	0.11585365853658537
YOR155C_mRNA	0.47555555555555556
YBR171W_mRNA	0.6310679611650486
YIR005W_mRNA	0.16216216216216217
YLR038C_mRNA	0.7831325301204819
YDR485C_mRNA	0.2968553459119497
YGR196C_mRNA	0.591187270501836
YPR104C_mRNA	0.40064102564102566
YPL147W_mRNA	0.01264367816091954
YJL065C_mRNA	0.5688622754491018
YHR068W_mRNA	0.8268733850129198
YNL182C_mRNA	0.5765765765765766
YCR093W_mRNA	0.32637571157495254
YBL096C_mRNA	0.0
YNL038W_mRNA	0.17903930131004367
YBL078C_mRNA	0.5641025641025641
YOR332W_mRNA	0.8841201716738197
YBL083C_mRNA	0.475177304964539
YPR094W_mRNA	0.5046728971962616
YCL058C_mRNA	0.006578947368421052
