transcript_id	frame0	frame1	frame2	frameSum
YKL165C_mRNA	1219	62	107	1388
YDR344C_mRNA	1	0	0	1
YGL242C_mRNA	931	38	50	1019
YOR190W_mRNA	2	0	0	2
YDR376W_mRNA	101	5	9	115
YPR024W_mRNA	594	21	49	664
YHR143W_mRNA	1033	36	76	1145
YOR194C_mRNA	780	23	85	888
YOR059C_mRNA	84	3	5	92
YDR010C_mRNA	0	0	0	0
YFL031C-A_mRNA	0	0	0	0
YML110C_mRNA	937	47	95	1079
YEL008C-A_mRNA	0	0	0	0
YDR080W_mRNA	136	5	10	151
YJL089W_mRNA	2	0	0	2
YBL101C_mRNA	290	14	17	321
YHR101C_mRNA	190	6	24	220
YFR055W_mRNA	298	10	24	332
YLR377C_mRNA	0	0	0	0
YLL037W_mRNA	0	0	0	0
YMR296C_mRNA	1872	57	152	2081
YHR097C_mRNA	406	12	30	448
YHR089C_mRNA	3345	113	197	3655
YML038C_mRNA	380	16	22	418
YGL229C_mRNA	47	1	9	57
YOR250C_mRNA	325	15	26	366
YAL069W_mRNA	0	0	0	0
YHR015W_mRNA	8	0	0	8
YBR053C_mRNA	679	22	67	768
YJR025C_mRNA	567	12	37	616
YBR300C_mRNA	0	0	0	0
YAR050W_mRNA	0	0	0	0
YDR433W_mRNA	136	125	3436	3697
YHR035W_mRNA	11	1	0	12
YPL154C_mRNA	3664	137	248	4049
YJL158C_mRNA	15996	616	560	17172
YKR011C_mRNA	450	17	27	494
YNL004W_mRNA	291	7	27	325
YMR066W_mRNA	26	1	3	30
YOL017W_mRNA	91	2	2	95
YJL187C_mRNA	234	14	15	263
YLR144C_mRNA	484	22	24	530
YCL050C_mRNA	6046	251	408	6705
YOR151C_mRNA	2726	112	206	3044
YGR123C_mRNA	2179	114	137	2430
YIL040W_mRNA	121	7	6	134
YPL084W_mRNA	428	16	41	485
YDL044C_mRNA	143	5	9	157
YBR298C-A_mRNA	0	0	0	0
YCR038C_mRNA	24	2	6	32
YIL074C_mRNA	1807	61	139	2007
YOR118W_mRNA	98	4	13	115
YGR199W_mRNA	239	16	25	280
YFL061W_mRNA	0	0	0	0
YLR154C-G_mRNA	0	0	0	0
YPR066W_mRNA	24	1	3	28
YMR277W_mRNA	252	6	15	273
YDL238C_mRNA	46	2	7	55
YMR290W-A_mRNA	0	0	0	0
YLL055W_mRNA	4	0	1	5
YNL075W_mRNA	362	20	23	405
YBR197C_mRNA	241	4	15	260
YHR128W_mRNA	1072	35	86	1193
YGR045C_mRNA	0	0	3	3
YGR173W_mRNA	647	24	70	741
YFL063W_mRNA	0	0	0	0
YJL131C_mRNA	101	9	7	117
YLR466C-B_mRNA	1	0	0	1
YNR051C_mRNA	1024	27	89	1140
YNL023C_mRNA	490	27	30	547
YFL034C-A_mRNA	1582	41	99	1722
YIR018W_mRNA	74	5	4	83
YOR128C_mRNA	2115	77	175	2367
YOL051W_mRNA	650	25	48	723
YAL068C_mRNA	0	0	0	0
YIL044C_mRNA	777	27	58	862
YDR247W_mRNA	42	2	5	49
YIL122W_mRNA	28	0	2	30
YPL022W_mRNA	81	7	12	100
YOL007C_mRNA	705	31	53	789
YMR037C_mRNA	841	16	89	946
YBL001C_mRNA	824	36	56	916
YKL137W_mRNA	103	6	10	119
YCR066W_mRNA	46	1	1	48
YMR311C_mRNA	999	36	60	1095
YBR131W_mRNA	47	0	3	50
YGL188C_mRNA	0	0	0	0
YPL133C_mRNA	159	10	19	188
YOR157C_mRNA	2920	120	200	3240
YOR076C_mRNA	338	15	34	387
YPL092W_mRNA	168	6	11	185
YKL096W-A_mRNA	5099	114	205	5418
YOL025W_mRNA	51	2	2	55
YJR042W_mRNA	360	23	29	412
YOL132W_mRNA	0	0	0	0
YGR185C_mRNA	6744	248	469	7461
YGR252W_mRNA	150	13	12	175
YDR535C_mRNA	0	0	1	1
YCR007C_mRNA	19	0	1	20
YBR137W_mRNA	219	9	16	244
YIL062C_mRNA	1857	96	143	2096
YMR282C_mRNA	121	5	11	137
YOL013W-B_mRNA	0	0	0	0
YBR293W_mRNA	22	0	0	22
YEL044W_mRNA	181	9	20	210
YLR408C_mRNA	56	3	6	65
YCL007C_mRNA	0	0	0	0
YKL138C-A_mRNA	256	8	22	286
YBL083C_mRNA	6	110	4	120
YOR351C_mRNA	0	0	0	0
YOL030W_mRNA	1148	33	60	1241
YNL131W_mRNA	913	44	66	1023
YNR004W_mRNA	15	0	1	16
YPR160W_mRNA	79	4	5	88
YBL094C_mRNA	0	0	0	0
YJR138W_mRNA	91	6	9	106
YPL036W_mRNA	9	2	1	12
YCR057C_mRNA	1448	50	96	1594
YOL013C_mRNA	226	14	17	257
YLR088W_mRNA	319	18	22	359
YNL143C_mRNA	12	0	1	13
YGR180C_mRNA	10480	384	676	11540
YOL162W_mRNA	0	0	0	0
YDL160C-A_mRNA	144	9	10	163
YNL244C_mRNA	3202	173	208	3583
YPL215W_mRNA	124	5	8	137
YFL049W_mRNA	156	3	14	173
YMR169C_mRNA	5	1	0	6
YGL180W_mRNA	59	5	8	72
YIR007W_mRNA	79	4	11	94
YER041W_mRNA	17	0	2	19
YLR341W_mRNA	0	0	0	0
YAL016C-B_mRNA	0	0	0	0
YJL152W_mRNA	0	0	0	0
YDL180W_mRNA	81	4	10	95
YKL173W_mRNA	224	12	11	247
YOR037W_mRNA	33	0	4	37
YBL047C_mRNA	7706	304	579	8589
YOR082C_mRNA	0	0	0	0
YCL008C_mRNA	219	7	21	247
YGR098C_mRNA	173	12	18	203
YIL038C_mRNA	2122	77	151	2350
YNL237W_mRNA	7	0	1	8
YDR500C_mRNA	11511	222	560	12293
YBR089W_mRNA	0	0	0	0
YMR172C-A_mRNA	0	0	0	0
YPL172C_mRNA	114	8	12	134
YGL081W_mRNA	7	0	0	7
YCR051W_mRNA	508	20	33	561
YAL065C_mRNA	0	0	0	0
YDR014W-A_mRNA	0	0	0	0
YHL012W_mRNA	0	0	0	0
YPL153C_mRNA	267	5	22	294
YPR188C_mRNA	426	29	40	495
YOL019W_mRNA	273	7	24	304
YBR168W_mRNA	21	2	2	25
YML018C_mRNA	470	25	33	528
YMR164C_mRNA	268	9	19	296
YDR399W_mRNA	982	20	77	1079
YJL096W_mRNA	92	3	7	102
YDR402C_mRNA	1	0	0	1
YCR059C_mRNA	329	19	21	369
YER167W_mRNA	150	7	10	167
YLR054C_mRNA	7	1	0	8
YHR022C_mRNA	8	0	1	9
YOR170W_mRNA	0	0	0	0
YHL014C_mRNA	63	1	2	66
YJL077W-A_mRNA	2	0	0	2
YDL013W_mRNA	112	6	9	127
YMR046W-A_mRNA	0	0	0	0
YER052C_mRNA	2268	69	145	2482
YJR001W_mRNA	370	17	31	418
YDL019C_mRNA	1115	34	78	1227
YDL084W_mRNA	5672	190	359	6221
YOR357C_mRNA	365	17	28	410
YIR019C_mRNA	1	0	0	1
YHR092C_mRNA	461	17	21	499
YLR241W_mRNA	195	9	9	213
YLL027W_mRNA	153	6	11	170
YOR339C_mRNA	1	0	0	1
YDR410C_mRNA	258	14	18	290
YGR139W_mRNA	0	0	0	0
YLR246W_mRNA	10	1	0	11
YER133W_mRNA	1181	46	76	1303
YLR158C_mRNA	0	0	0	0
YNL069C_mRNA	38553	1117	2552	42222
YDR466W_mRNA	89	5	8	102
YMR079W_mRNA	2172	83	170	2425
YGR270W_mRNA	333	11	29	373
YPL063W_mRNA	900	40	96	1036
YOR181W_mRNA	454	17	31	502
YBR249C_mRNA	8966	237	503	9706
YKL181W_mRNA	968	35	55	1058
YLR066W_mRNA	244	12	19	275
YAR073W_mRNA	0	0	0	0
YLR065C_mRNA	481	23	41	545
YHR145C_mRNA	0	0	0	0
YER174C_mRNA	414	24	34	472
YMR252C_mRNA	33	2	3	38
YFR034W-A_mRNA	0	1	0	1
YLR303W_mRNA	0	0	0	0
YOR070C_mRNA	214	16	16	246
YBL050W_mRNA	541	21	35	597
YDR262W_mRNA	140	10	7	157
YDR363W-A_mRNA	494	22	25	541
YDR051C_mRNA	462	17	52	531
YGR137W_mRNA	7	25	411	443
YGL123W_mRNA	18943	1197	1218	21358
YPR016W-A_mRNA	0	0	0	0
YMR193W_mRNA	115	4	20	139
YHR080C_mRNA	56	1	7	64
YPL187W_mRNA	0	0	0	0
YDL039C_mRNA	0	0	0	0
YHR052W-A_mRNA	0	0	0	0
YER137C_mRNA	43	1	7	51
YOL137W_mRNA	167	10	15	192
YKR089C_mRNA	545	27	43	615
YLR179C_mRNA	3621	157	212	3990
YBL033C_mRNA	505	18	31	554
YOR165W_mRNA	581	27	48	656
YAR030C_mRNA	0	0	0	0
YGR010W_mRNA	100	4	10	114
YHR132C_mRNA	1660	72	97	1829
YER064C_mRNA	1065	25	96	1186
YLR097C_mRNA	117	7	13	137
YNL086W_mRNA	21	0	1	22
YHR180C-B_mRNA	0	0	0	0
YLR151C_mRNA	60	6	4	70
YML098W_mRNA	85	7	4	96
YOR054C_mRNA	336	12	29	377
YNL250W_mRNA	85	7	7	99
YHR135C_mRNA	1247	46	95	1388
YLL014W_mRNA	225	18	27	270
YOR314W-A_mRNA	0	0	0	0
YLR353W_mRNA	22	2	2	26
YFL041W_mRNA	472	21	31	524
YAL066W_mRNA	0	0	0	0
YCR048W_mRNA	355	14	29	398
YIR030W-A_mRNA	0	0	0	0
YDL131W_mRNA	651	22	52	725
YMR161W_mRNA	328	9	30	367
YPR165W_mRNA	1693	63	120	1876
YLL030C_mRNA	0	0	0	0
YHR009C_mRNA	670	41	38	749
YNL161W_mRNA	309	13	25	347
YPR031W_mRNA	52	8	6	66
YPR128C_mRNA	504	22	27	553
YEL040W_mRNA	1855	55	105	2015
YDL067C_mRNA	754	35	67	856
YHL029C_mRNA	212	15	23	250
YLR067C_mRNA	79	3	6	88
YHR070W_mRNA	349	13	26	388
YOL031C_mRNA	608	23	55	686
YIL100C-A_mRNA	0	0	0	0
YDR540C_mRNA	25	4	3	32
YNL288W_mRNA	297	13	21	331
YPL274W_mRNA	743	26	45	814
YJR130C_mRNA	128	5	9	142
YHR210C_mRNA	17	2	2	21
YHR039C-A_mRNA	5251	154	332	5737
YJL059W_mRNA	64	1	4	69
YJL085W_mRNA	135	5	12	152
YML049C_mRNA	423	19	30	472
YER016W_mRNA	154	5	11	170
YIR034C_mRNA	927	35	55	1017
YML105C_mRNA	1303	57	121	1481
YJL047C-A_mRNA	1	0	0	1
YFR033C_mRNA	401	19	18	438
YEL076C_mRNA	0	0	0	0
YDL205C_mRNA	463	24	38	525
YLR251W_mRNA	5	1	2	8
YOR077W_mRNA	49	7	8	64
YKR057W_mRNA	2880	63	157	3100
YMR052W_mRNA	28	1	1	30
YMR117C_mRNA	155	2	8	165
YAL042W_mRNA	1029	50	76	1155
YKR102W_mRNA	1	0	0	1
YER060W_mRNA	57	0	2	59
YBR130C_mRNA	958	45	103	1106
YDR196C_mRNA	284	13	25	322
YIL066W-A_mRNA	0	0	0	0
YBR076W_mRNA	0	0	0	0
YBL071C_mRNA	0	0	0	0
YKR044W_mRNA	41	2	3	46
YAL051W_mRNA	144	7	14	165
YCR075C_mRNA	139	5	15	159
YHR219W_mRNA	0	0	0	0
YDR400W_mRNA	177	11	5	193
YKL153W_mRNA	1	0	0	1
YDL164C_mRNA	779	35	55	869
YKL147C_mRNA	0	0	0	0
YDR487C_mRNA	1550	51	89	1690
YNL012W_mRNA	0	0	0	0
YLR203C_mRNA	669	21	42	732
YOL081W_mRNA	116	9	7	132
